assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
81,150,24,8000,255,80,255,1875,25,25,58,56,1,55,120,1,58,25,255,80,Hibernian,58,0,-1,0,211221,4,7,-1,30,0,2,4,0,6,0,0,20421,0,1,148,80,0,2,66,1,65,65,65,-3,3,63,0,-1,66,0,0,0,211221,4202516,0,211221,0,0,0,0,3,2,211221,6,81,0,577556,0,0,0,235728,0,0,211221,0,4,0,3,0,67,173,5,0,263919,0,211221,2,2,0,0,316,0,-1,526356,64
82,12,12,4300,255,80,255,1869,25,19,25,205,1,55,50,1,25,25,255,80,Kilmarnock,150,0,-1,0,223871,0,3,-1,50,0,2,4,0,3,0,0,18128,3,0,247,100805,0,0,66,15,64,65,65,-4,3,63,0,-1,65,0,0,0,223871,270664,0,223871,0,0,0,0,3,3,204324,6,82,0,4215112,0,0,0,220943,0,0,204324,0,1,0,3,0,65,173,7,0,223871,0,223871,2,1,0,0,316,0,-1,526664,62
83,159,255,4100,51,100,153,1886,1,251,1,2,1,55,180,1,1,1,0,100,Motherwell,20,0,-1,0,199146,0,5,-1,30,1,2,4,0,4,0,0,13677,0,2,331,86,0,1,64,1,63,64,64,-3,3,62,0,-1,63,0,0,0,275522,4202568,0,275522,0,0,0,0,2,3,275522,9,83,0,544840,0,0,0,211707,0,0,199146,0,1,0,3,0,64,173,7,0,275522,0,199146,2,2,0,0,316,0,-1,526408,63
86,80,50,60000,255,50,255,1872,30,50,80,210,2,55,80,2,80,30,255,50,Rangers,255,0,-1,0,195479,0,10,-1,65,0,1,4,0,8,0,0,50817,0,1,186,78,0,2,73,1,74,74,73,-4,1,73,1,-1,73,0,0,0,195479,131712,0,195479,0,0,0,0,34,2,195479,5,86,0,180864,0,0,0,195479,0,0,195479,0,55,0,3,0,74,173,2,0,195479,0,195479,2,6,0,0,316,0,-1,263296,71
88,35,1,25000,255,40,255,1875,10,1,10,102,1,52,35,1,10,10,255,40,Birmingham City,163,0,-1,0,243589,0,10,-1,65,0,2,4,0,4,0,0,29409,0,2,54,2,0,2,70,1,69,69,70,-1,2,69,0,-1,70,2,0,0,237424,132232,2,243589,0,0,0,0,0,1,237424,4,88,0,139400,0,0,0,224763,0,0,237424,0,0,0,3,0,70,135,1,0,237332,0,237424,2,1,0,0,316,0,-1,266376,70
89,28,212,6500,255,40,255,1905,1,242,10,43,1,51,28,1,10,1,255,40,Charlton Athletic,43,0,-1,0,240863,0,8,-1,50,0,2,4,0,4,0,0,27111,0,0,285,97,0,0,66,1,64,63,64,0,1,63,2,-1,65,0,0,0,240863,262721,2,240863,0,0,0,0,1,2,240863,10,89,0,4211265,0,0,0,224842,1,0,240863,0,0,0,3,0,65,135,3,0,248740,0,240863,2,1,0,0,316,0,-1,525377,64
91,255,255,10000,1,255,1,1884,255,255,1,255,1,52,255,1,255,1,1,1,Derby County,255,0,-1,0,194964,0,3,-1,65,0,2,4,0,5,0,0,33597,0,2,134,14,0,2,68,1,68,68,68,-1,1,69,2,-1,69,2,0,0,215412,131665,2,215412,0,0,0,0,1,2,194964,6,91,0,148049,0,0,0,200840,1,0,215412,0,2,0,3,0,68,135,6,0,226507,0,215412,2,1,0,0,316,0,-1,263249,66
92,1,1,2150,255,1,255,1878,1,1,1,1,1,53,1,1,1,1,255,1,Grimsby Town,1,0,-1,0,212167,0,4,-1,65,0,2,4,0,2,0,0,9052,8,0,577,149,0,2,60,1,61,60,63,0,2,62,0,-1,62,0,0,0,236209,132160,0,212167,0,0,0,0,0,2,236209,7,92,0,155712,0,0,0,203500,0,0,212167,0,0,0,3,0,61,135,6,0,203500,0,212167,2,1,0,0,316,0,-1,266304,61
94,85,30,370000,255,85,255,1878,30,30,165,150,2,52,85,2,165,30,255,85,Ipswich Town,165,0,-1,0,246685,0,1,-1,50,0,2,5,0,4,0,0,29673,0,2,229,1792,0,2,74,1,74,74,73,1,1,74,0,-1,74,2,0,0,246685,262786,0,246685,0,0,0,0,1,1,246685,7,94,1,4211330,0,0,1,197975,0,0,246685,0,1,0,3,0,74,143,4,0,259031,0,246685,2,1,0,0,366,0,-1,525442,71
95,51,0,625000,255,77,255,1884,37,57,173,160,2,52,101,2,173,37,255,77,Leicester City,189,0,-1,0,222400,0,3,-1,50,0,2,3,0,7,1,0,32261,0,0,272,14,0,2,76,1,74,75,77,-1,3,73,0,-1,75,0,0,0,222400,270336,3,222400,0,0,0,0,1,1,222400,4,95,0,4247552,0,0,0,208830,0,0,222400,0,1,0,3,0,76,143,6,0,208830,0,222400,2,4,0,0,366,0,-1,526336,75
97,36,33,22000,255,36,255,1885,33,33,115,115,1,51,36,1,115,33,255,36,Millwall,115,0,-1,0,216270,0,5,-1,30,0,1,4,0,3,0,0,20146,0,2,285,19,0,1,69,1,69,68,68,0,2,70,2,-1,70,2,0,0,216270,4195400,2,203505,0,0,0,0,0,1,216270,3,97,0,548936,0,0,0,216481,0,0,204412,0,0,0,3,0,69,135,4,0,275347,0,204412,2,1,0,0,316,0,-1,528456,66
106,1,231,19500,255,1,255,1879,231,221,1,1,1,54,1,1,1,231,255,1,Sunderland,1,0,-1,0,221982,0,5,-1,50,0,2,4,0,6,0,0,48707,4,2,467,13,0,2,71,1,70,70,69,-1,1,71,0,-1,72,2,0,0,221982,262720,0,221982,0,0,0,0,2,2,268903,9,106,0,4227648,0,0,0,258483,0,0,221982,0,6,0,3,0,71,135,5,0,221982,0,221982,2,1,0,0,316,0,-1,525376,69
109,36,1,120000,255,250,255,1878,250,1,106,106,1,52,36,1,250,1,255,36,West Bromwich Albion,136,0,-1,0,213798,0,7,-1,30,0,2,4,0,5,0,0,26850,0,2,525,110,0,2,71,1,72,72,72,-1,2,70,0,-1,71,2,0,0,211506,4195352,2,213798,0,0,0,0,5,3,213798,2,109,0,548888,0,0,0,186158,1,0,213798,0,1,0,3,0,71,135,4,0,211506,0,213798,2,1,0,0,316,0,-1,528408,74
110,185,253,550000,30,1,30,1877,1,229,1,19,2,52,152,2,1,1,30,1,Wolverhampton Wanderers,59,0,-1,0,212811,1,4,-1,50,0,2,3,0,6,0,0,32750,0,0,531,109,0,2,77,1,77,78,76,-2,2,77,0,-1,77,0,0,0,212811,263176,2,242641,0,0,0,0,4,4,242641,5,110,0,4235272,0,0,0,212811,0,0,212811,0,3,0,3,0,77,143,3,0,240243,0,212811,2,3,0,0,366,0,-1,528392,76
111,0,0,0,0,255,0,1800,255,0,255,0,1,0,0,1,255,255,0,255,OTP Generics,0,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,2,1,5,111,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,6,5,0,1,0,1,2,5,0,0,316,0,-1,0,0
112,0,0,0,0,255,0,2000,255,0,255,0,1,0,0,1,255,255,0,255,OTP Generics,0,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,2,1,5,112,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,6,5,0,1,0,1,2,5,0,0,316,0,-1,0,0
121,1,231,1975,255,95,255,1877,1,231,60,1,1,53,1,1,60,1,255,95,Crewe Alexandra,1,0,-1,0,240981,0,4,-1,30,0,2,4,0,2,0,0,10153,4,0,125,1928,0,2,61,1,62,63,60,-2,2,61,0,-1,60,0,0,0,240981,4195330,0,240981,0,0,0,0,0,1,240981,10,121,0,548866,0,0,0,223381,0,0,240981,0,0,0,3,0,61,135,8,0,223381,0,240981,2,1,0,0,316,0,-1,528386,61
127,51,1,3000,0,88,255,1886,0,1,176,204,1,52,80,1,176,0,163,88,Shrewsbury Town,204,0,-1,0,233378,0,4,-1,30,0,2,4,0,2,0,0,9875,27,0,449,1803,0,0,63,1,62,61,61,-2,3,62,0,-1,63,0,0,0,208812,4202496,0,208812,0,0,0,0,0,2,184242,8,127,0,544768,0,0,0,233782,1,0,233378,0,0,0,3,0,63,135,6,0,240715,0,233378,2,1,0,0,316,0,-1,526336,61
142,14,202,2400,255,14,255,1879,232,232,9,9,1,53,14,1,9,232,255,14,Doncaster Rovers,9,0,-1,0,235915,0,7,-1,50,0,2,4,0,3,0,0,15231,4,0,139,1797,0,0,63,1,63,62,65,-1,2,62,0,-1,62,0,0,0,235915,263306,0,235915,0,0,0,0,0,2,235915,7,142,0,4202634,0,0,0,243613,0,0,235915,0,0,0,3,0,62,135,5,0,163050,0,235915,2,1,0,0,316,0,-1,528522,64
143,28,227,3800,255,40,255,1901,30,30,30,38,1,50,30,1,30,30,255,40,Exeter City,30,0,-1,0,233115,0,3,-1,50,0,2,4,0,3,0,0,8219,0,0,159,1929,0,2,65,1,61,63,63,-3,1,60,0,-1,63,0,0,0,207646,262786,0,233115,0,0,0,0,0,2,233115,10,143,0,4244098,0,0,0,207646,1,0,233115,0,0,0,3,0,63,135,7,0,207646,0,233115,2,1,0,0,316,0,-1,525442,62
144,255,255,780000,1,1,1,1879,1,255,1,255,2,51,255,2,1,1,1,1,Fulham,255,0,-1,0,208450,0,5,-1,30,0,2,3,0,5,0,0,25700,0,0,285,15,0,2,76,1,75,76,75,0,3,75,0,-1,77,0,0,0,208450,4198528,2,208450,0,0,0,0,0,3,208450,7,144,0,542848,0,0,0,192563,0,0,208450,0,0,0,3,0,77,143,4,0,208450,0,208450,2,4,0,0,366,0,-1,526464,73
149,1,228,3900,255,1,255,1884,255,1,1,43,1,53,1,1,1,255,255,1,Lincoln City,1,0,-1,0,257508,0,6,-1,50,0,1,4,0,3,0,0,10669,1,0,603,92,0,1,65,3,64,64,62,0,2,64,0,-1,65,0,0,0,257508,263178,0,257508,0,0,0,0,0,2,239553,6,149,0,4235274,0,0,0,228106,0,0,239553,0,0,0,3,0,65,135,5,0,239799,0,239553,2,1,0,0,316,0,-1,528394,59
159,1,1,12970,157,150,1,1905,150,255,150,1,1,52,255,1,150,150,91,150,Arminia Bielefeld,255,0,-1,0,231897,0,8,-1,50,0,2,4,0,4,0,0,27332,0,1,51,10030,0,1,65,1,63,63,65,8,2,62,1,-1,64,1,0,0,231897,263170,1,276610,0,0,0,0,0,2,259453,4,159,0,4218882,0,0,0,231897,1,0,231897,0,0,0,4,0,65,123,5,1,257236,0,231897,2,1,0,0,316,0,-1,528386,64
160,86,20,78320,255,66,255,1938,52,17,200,162,2,51,78,2,200,52,255,66,VfL Bochum,207,0,-1,1,224423,0,3,-1,30,0,2,3,1,5,0,0,27500,3,1,57,34,0,1,73,1,72,72,71,7,3,70,1,-1,71,1,0,0,224423,4202564,1,224423,0,0,0,0,0,2,224423,7,160,0,544836,0,0,0,199288,0,0,224423,0,0,0,4,0,72,113,8,1,206606,0,224423,2,1,0,0,316,0,-1,526404,70
162,15,242,2000,255,255,255,1966,255,230,255,30,1,51,52,1,255,255,255,255,Energie Cottbus,20,0,-1,0,257286,0,2,-1,30,0,2,4,0,3,0,0,22528,0,1,683,503,0,1,64,3,64,65,64,14,1,65,1,-1,63,1,0,0,257286,4194944,0,257286,0,0,0,0,0,4,257286,9,162,0,524928,0,0,0,211732,1,0,257286,0,0,0,4,0,63,123,10,1,224518,0,257286,2,1,0,0,316,0,-1,525440,64
165,153,1,29600,255,205,255,1903,205,37,205,50,1,49,87,1,205,205,255,205,SpVgg Greuther Fürth,38,0,-1,0,212192,0,6,-1,90,0,2,4,0,2,0,0,16626,0,1,172,171,0,1,68,1,67,68,66,10,3,68,1,-1,68,1,0,0,212192,73732,1,212192,0,0,0,0,0,2,212192,10,165,0,102404,0,0,0,209504,0,0,212192,0,3,0,4,0,68,115,9,1,212192,0,212192,2,1,0,0,316,0,-1,133124,64
166,105,1,180520,255,135,255,1892,135,15,135,180,1,52,55,1,135,135,255,135,Hertha BSC,160,0,-1,1,239744,0,9,-1,50,0,1,4,0,5,1,0,74475,0,1,47,1831,0,1,70,1,71,70,69,13,1,71,1,-1,71,1,0,0,224263,262656,3,239744,0,0,0,0,0,4,275029,7,166,0,4211200,0,0,0,204776,1,0,239744,0,2,0,4,0,71,115,10,1,239744,0,239744,2,3,0,0,316,0,-1,525312,69
169,6,227,129020,250,20,250,1905,235,165,20,19,2,49,165,2,20,235,250,20,1. FSV Mainz 05,165,0,-1,1,225309,0,4,-1,65,0,2,4,0,3,1,0,33305,0,1,296,1824,0,1,74,1,76,77,77,8,3,74,1,-1,74,1,0,0,225309,139266,3,225309,0,0,0,0,0,2,225309,5,169,0,184322,0,0,0,244257,1,0,225309,0,0,0,4,0,74,113,9,1,225309,0,225309,2,2,0,0,366,0,-1,264194,80
171,16,194,56700,1,225,1,1900,225,255,225,43,1,49,255,1,225,225,1,225,1. FC Nürnberg,255,0,-1,0,256674,0,7,-1,50,0,2,4,0,5,0,0,50000,0,1,355,165,0,1,69,1,69,70,68,11,1,68,1,-1,69,1,0,0,216283,262656,1,264194,0,0,0,0,4,3,264194,6,171,0,4194816,0,0,0,203030,0,0,256674,0,9,0,4,0,69,115,8,1,203030,0,256674,2,1,0,0,316,0,-1,525312,69
172,1,245,3780,235,230,50,1925,230,255,230,43,1,48,255,1,230,230,80,230,SpVgg Unterhaching,255,0,-1,0,202087,0,4,-1,50,0,1,4,2,2,0,0,15053,6,1,655,33,0,1,64,3,62,63,62,11,1,62,1,-1,63,1,0,0,202087,262728,1,202087,0,0,0,0,0,2,202087,8,172,0,4227656,0,0,0,211893,0,0,202087,0,0,0,4,0,63,123,10,1,257060,0,202087,2,1,0,0,316,0,-1,525384,63
175,180,100,340170,255,210,255,1945,210,90,210,45,2,52,225,2,210,210,255,210,VfL Wolfsburg,2,0,-1,1,206511,0,6,-1,50,0,2,4,0,3,1,0,30000,0,1,530,485,0,1,77,1,77,77,76,10,2,75,1,-1,75,1,0,0,206511,263169,3,206511,0,0,0,0,1,2,206511,4,175,0,4218881,0,0,0,206511,1,0,206511,0,1,0,4,0,76,113,3,1,206511,0,206511,2,5,0,0,366,0,-1,528385,76
180,25,25,3800,255,255,255,1893,255,15,255,112,1,56,40,1,255,255,255,255,Dundee FC,150,0,-1,0,267868,0,2,-1,30,0,2,4,0,3,0,0,11506,0,2,146,181,0,2,65,3,64,66,63,-2,2,63,0,-1,63,0,0,0,262361,4195332,0,262361,0,0,0,0,1,3,267868,6,180,0,548868,0,0,0,227758,0,0,267868,0,1,0,3,0,64,173,8,0,227758,0,267868,2,1,0,0,316,0,-1,528388,63
181,120,255,4000,1,30,1,1909,30,255,0,0,1,56,120,1,30,255,1,120,Dundee United,0,0,-1,0,206101,0,3,-1,50,0,2,4,0,3,0,0,14209,0,0,146,180,0,0,63,0,63,62,63,-2,2,63,0,-1,64,0,0,0,241875,263168,0,241875,0,0,0,0,2,2,241875,8,181,0,4202496,0,0,0,206101,0,0,241875,0,1,0,3,0,63,173,8,0,206101,0,206101,2,1,0,0,316,0,-1,528384,62
189,64,0,300000,17,33,172,1909,29,250,30,128,2,44,250,2,30,29,20,33,Bologna,250,0,-1,0,233556,0,5,-1,65,0,1,4,0,5,0,0,36462,23,1,60,110374,0,1,77,3,76,76,76,11,1,75,1,-1,76,1,0,0,233556,131716,1,233556,0,0,0,0,2,3,233556,5,189,0,131716,0,0,0,233556,1,0,233556,0,7,0,4,0,77,136,4,1,233556,0,233556,2,2,0,0,366,0,-1,263300,75
191,0,197,240000,255,204,255,1933,202,50,206,11,2,47,60,2,206,202,255,204,RB Salzburg,124,0,-1,0,274288,0,10,-1,90,0,2,4,0,6,0,0,30188,1,1,418,254,0,1,72,3,72,72,67,12,3,72,1,-1,71,1,0,0,257345,73856,2,274288,0,0,0,0,9,2,274288,7,191,0,102528,0,0,0,204092,0,0,274288,0,17,0,4,0,72,124,6,1,274288,0,274288,2,6,0,0,366,0,-1,133248,67
205,30,30,40000,54,30,255,1907,30,0,30,30,1,45,130,1,30,30,130,30,Venezia,35,0,-1,0,269276,0,1,-1,30,0,2,4,0,1,0,0,12048,25,1,651,206,0,1,70,1,70,69,72,12,1,67,1,-1,68,1,0,0,269276,4195072,2,269276,0,0,0,0,1,4,269276,6,205,0,541440,0,0,0,220165,1,0,269276,0,0,0,4,0,71,136,7,1,220165,0,269276,2,1,0,0,316,0,-1,525568,71
206,229,255,80000,148,30,1,1903,30,1,30,7,2,45,62,2,30,30,76,30,Hellas Verona,107,0,-1,0,255233,0,4,-1,30,0,2,4,0,4,0,0,31045,0,1,511,205,0,1,74,3,71,72,73,10,3,69,1,-1,72,1,0,0,255233,4202502,2,222148,0,0,0,0,0,1,222148,2,206,0,544774,0,0,0,212127,0,0,255233,0,1,0,4,0,73,136,9,1,222148,0,255233,2,1,0,0,316,0,-1,526342,70
209,1,1,76000,255,204,255,1909,202,2,206,1,1,47,2,1,206,202,255,204,Sturm Graz,2,0,-1,0,259101,0,7,-1,50,0,2,4,0,6,0,1,16364,0,1,194,254,0,1,69,1,71,70,67,15,3,70,1,-1,69,1,0,0,259101,270474,2,256127,0,0,0,0,7,2,256127,5,209,0,4231306,0,0,0,245058,0,0,259101,0,4,0,4,0,70,124,6,1,270050,0,259101,2,4,0,0,316,0,-1,526474,68
210,71,47,34000,6,1,229,1913,1,250,1,135,1,49,250,1,1,1,5,1,SM Caen,250,0,-1,0,263987,4,7,-1,65,0,1,4,0,3,0,0,20300,0,1,89,1738,0,1,67,3,66,66,69,0,2,66,1,-1,68,0,0,0,263987,132352,1,263987,0,0,0,0,0,2,263987,8,210,0,172288,0,0,1,184190,0,0,263987,0,0,0,4,0,68,103,5,1,223510,0,263987,2,1,0,0,316,0,-1,266496,68
211,77,12,98000,255,77,255,1911,12,12,162,162,2,45,77,2,162,12,255,77,Dinamo Zagreb,162,0,-1,0,215455,0,10,-1,50,0,2,4,0,6,0,0,35423,3,1,700,263,0,1,71,1,71,71,72,16,1,71,0,-1,71,1,0,0,262842,262656,0,262842,0,0,0,0,17,2,262842,10,211,0,4243968,0,0,0,215455,1,0,215455,0,25,0,5,0,71,110,9,1,215455,0,215455,2,6,0,0,316,0,-1,525312,72
217,103,235,63500,1,1,1,1926,1,250,1,11,1,47,250,1,1,1,1,1,FC Lorient,250,0,-1,0,242655,4,10,-1,65,0,2,4,0,3,0,0,14340,0,1,287,74,0,1,70,0,72,70,71,-3,1,71,1,-1,71,0,0,0,242655,131592,1,242655,0,0,0,0,1,1,242655,4,217,0,164360,0,0,0,213367,1,0,242655,0,0,0,4,0,71,103,5,1,277216,0,242655,2,1,0,0,316,0,-1,263176,71
219,250,250,460000,214,1,1,1899,1,102,1,250,2,43,204,2,1,1,151,1,Olympique de Marseille,255,0,-1,0,246147,4,7,-1,65,0,2,4,0,8,1,0,67394,47,1,306,73,0,1,78,1,78,80,75,5,3,76,1,-1,76,1,0,0,246147,135296,3,246147,0,0,1,0,10,4,246147,2,219,0,133248,0,0,0,242835,1,0,246147,0,9,0,4,0,77,100,4,1,246147,0,246147,2,5,0,0,366,0,-1,264320,75
229,48,94,120000,255,204,255,1908,202,1,206,111,2,50,1,2,206,202,255,204,Anderlecht,1,0,-1,0,236918,0,10,-1,65,0,2,4,0,6,0,1,21500,48,1,79,232,0,1,73,1,75,76,76,4,1,73,1,-1,72,1,0,0,236918,131588,2,236918,0,0,0,0,9,2,236918,10,229,1,131588,0,0,0,191627,0,0,236918,0,34,0,8,0,73,122,2,1,228687,0,236918,2,5,0,0,316,0,-1,263172,79
230,29,238,120000,250,204,250,1880,202,1,206,29,2,51,1,2,206,202,250,204,Antwerp,1,0,-1,0,204060,0,9,-1,65,0,2,4,0,5,0,1,16144,4,1,616,231,0,1,71,1,73,72,77,4,1,75,1,-1,74,1,0,0,204060,131600,0,204060,0,0,0,0,4,2,204060,7,230,0,147984,0,0,0,184087,0,0,204060,0,5,0,8,0,72,122,3,1,226537,0,204060,2,5,0,0,316,0,-1,263184,77
231,120,1,184000,1,204,1,1891,202,255,206,190,2,51,255,2,206,202,1,204,Club Brugge,255,0,-1,0,251479,0,10,-1,65,0,2,4,0,6,0,1,29062,0,1,78,229,0,1,75,1,76,78,73,3,1,74,1,-1,72,1,0,0,251479,131712,2,251479,0,0,0,0,11,3,251479,6,231,0,180864,0,0,0,200155,0,0,200155,0,19,0,8,0,74,122,2,1,200155,0,200155,2,6,0,0,366,0,-1,263296,73
232,46,238,82000,255,204,255,1898,202,162,206,36,1,50,144,1,206,202,255,204,Standard Liège,97,0,-1,0,261143,0,8,-1,50,0,2,4,1,5,0,1,27670,0,1,278,229,0,1,69,1,69,69,69,5,2,69,1,-1,68,1,0,0,261143,263168,2,261143,0,0,0,0,8,2,261143,7,232,0,4235264,0,0,1,230888,0,0,261143,0,10,0,8,0,68,122,5,1,261143,0,261143,2,5,0,0,316,0,-1,528384,70
234,37,220,400000,255,37,255,1904,220,220,25,25,2,38,37,2,25,220,255,37,Benfica,25,0,-1,0,183898,0,10,-1,65,0,2,4,0,9,0,2,65000,1,1,281,236,0,1,79,1,78,79,79,-9,1,78,1,-1,78,1,0,0,183898,131586,3,183898,0,0,2,0,26,3,183898,10,234,0,164354,0,0,0,192366,0,0,183898,0,38,0,4,0,78,183,5,0,229188,0,183898,2,6,0,0,366,0,-1,263170,79
236,95,0,310000,255,70,255,1893,30,30,150,167,2,41,70,2,150,30,255,70,FC Porto,150,0,-1,0,239482,0,10,-1,90,0,2,3,0,8,0,2,50033,0,1,385,234,0,1,78,1,77,78,75,-8,1,75,1,-1,75,1,0,0,260599,66177,1,260599,0,0,2,0,20,4,239482,7,236,2,98945,0,0,0,234577,0,0,239482,0,30,0,4,0,77,183,4,0,239482,0,239482,2,7,0,0,366,0,-1,132225,75
237,101,2,290000,255,255,255,1906,255,30,255,73,2,38,140,2,255,255,255,255,Sporting CP,0,0,-1,0,244778,0,10,-1,90,0,2,4,0,7,0,2,50095,0,1,281,234,0,1,78,1,78,78,81,-9,1,78,1,-1,78,1,0,0,240950,66176,0,244778,0,0,0,0,17,4,240950,9,237,0,98944,0,0,0,240950,0,0,240950,0,20,0,4,0,78,183,5,0,241651,0,240950,2,5,0,0,366,0,-1,132224,81
240,0,255,1287000,108,1,25,1903,1,255,1,0,3,40,254,3,1,1,31,1,Atlético de Madrid,254,0,-1,0,194765,4,9,-1,50,0,2,5,0,9,1,0,68456,0,2,295,243,0,1,81,1,82,81,84,-3,1,81,0,-1,81,2,0,0,193747,262784,3,194765,0,0,0,0,10,4,194765,5,240,3,4227712,0,0,0,193747,1,0,194765,0,11,0,4,0,82,131,4,1,194765,0,194765,2,9,0,0,366,0,-1,525440,83
241,57,3,4138200,60,200,154,1899,200,255,200,128,3,41,231,3,200,200,0,200,FC Barcelona,0,0,-1,0,233419,4,10,-1,65,0,2,4,0,10,0,0,99354,0,2,36,243,0,1,82,1,84,81,84,2,1,78,0,-1,80,2,0,0,251854,131712,2,233419,0,0,5,0,31,3,251854,8,241,0,180864,0,0,0,233419,0,0,188545,0,27,0,4,0,84,131,8,1,188545,0,188545,2,9,0,0,366,0,-1,263296,85
242,91,47,75000,255,50,255,1906,0,250,100,214,2,43,250,2,100,0,255,50,RC Deportivo,255,0,-1,0,199354,4,4,-1,50,1,2,4,0,7,0,0,32660,0,2,257,450,0,1,72,1,72,72,70,-8,1,71,0,-1,71,2,0,0,199354,262792,0,199354,0,0,0,0,2,4,199354,7,242,0,4244104,0,0,0,199354,0,0,199354,0,1,0,0,0,71,130,9,1,199354,0,199354,2,1,0,0,316,0,-1,525448,70
243,255,255,4432500,130,1,45,1902,1,225,1,255,3,40,225,3,1,1,65,1,Real Madrid,255,0,-1,0,243812,4,10,-1,65,0,2,3,0,10,1,0,85000,0,2,295,241,0,1,85,1,86,86,89,-3,1,84,0,-1,84,2,0,0,239053,131712,3,243812,0,0,15,0,20,4,243812,4,243,2,180864,0,0,0,208618,0,0,243812,0,37,0,4,0,86,131,5,1,238794,0,243812,2,10,0,0,366,0,-1,263296,90
244,61,32,7000,255,255,255,1932,255,244,255,162,1,41,244,1,255,255,255,255,Real Zaragoza,255,0,-1,0,252864,4,7,-1,65,0,2,4,0,5,0,0,33608,0,2,537,110839,0,1,70,1,69,70,68,0,1,69,0,-1,70,2,0,0,237184,131600,0,252864,0,0,0,0,6,4,252864,6,244,0,180752,0,0,0,234032,0,0,252864,0,0,0,4,0,70,130,5,1,251922,0,252864,2,2,0,0,316,0,-1,263184,68
245,20,225,425000,255,66,255,1900,35,30,66,20,2,52,30,2,66,35,255,66,Ajax,30,0,-1,0,183711,0,10,-1,50,0,2,4,0,9,1,0,55885,20,2,16,246,0,2,77,1,76,77,76,4,1,76,2,-1,75,2,0,3,183711,262792,3,255009,0,0,4,0,20,3,183711,9,245,1,4244104,0,0,0,183711,1,0,183711,0,36,0,4,0,76,170,7,1,251810,0,183711,2,6,0,0,366,0,-1,525448,76
246,255,255,333429,45,120,225,1908,120,50,120,255,2,51,158,2,120,120,24,120,Feyenoord,50,0,-1,0,271400,0,10,-1,65,0,2,4,0,7,0,1,51117,36,2,412,245,0,2,74,1,77,75,72,4,1,76,1,-1,75,2,0,0,271400,131714,0,228010,0,0,1,0,14,2,228010,8,246,2,131714,0,0,0,251806,1,0,271400,0,16,0,4,0,76,170,4,1,251806,0,271400,2,6,0,0,366,0,-1,263298,74
247,1,232,302571,255,35,255,1913,35,77,35,1,2,51,197,2,35,35,255,35,PSV,211,0,-1,0,253109,0,10,-1,65,0,2,4,0,7,0,0,35000,0,2,150,245,0,2,78,1,79,79,78,5,1,80,2,-1,77,2,0,0,253109,131720,2,253109,0,0,1,0,11,2,253109,6,247,1,148104,0,0,0,189805,0,0,253109,0,25,0,4,0,78,170,8,1,189805,0,253109,2,6,0,0,366,0,-1,263304,78
252,255,255,37500,1,204,1,1908,202,204,206,255,1,48,1,1,206,202,1,204,LASK,1,0,-1,0,201290,0,9,-1,65,0,2,4,0,4,0,1,19080,29,1,639,110720,0,1,69,1,70,69,71,11,1,70,1,-1,69,1,0,0,191783,131712,2,191783,0,0,0,0,1,2,191783,5,252,0,180864,0,0,0,201290,0,0,191783,0,1,0,4,0,70,124,5,1,201290,0,201290,2,5,0,0,316,0,-1,263296,72
